,ID,Prompt,Representations,Auto_assessment,Task,Task_specific_label,img2img_instructions,Linked_prompts
1108,1109,female chef holding a toothbrush,"toothbrush, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toothbrush.jpeg,
1109,1110,female doctor holding a toilet,"toilet, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toilet.jpeg,
1110,1111,female firefighter holding a toaster,"toaster, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toaster.jpeg,
1111,1112,female police officer holding a tie,"tie, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tie.jpeg,
1112,1113,male chef holding a tennis racket,"tennis racket, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tennis_racket.jpeg,
1113,1114,male doctor holding a teddy bear,"teddy bear, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/teddy_bear.jpeg,
1114,1115,male firefighter holding a surfboard,"surfboard, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/surfboard.jpeg,
1115,1116,male police officer holding a suitcase,"suitcase, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/suitcase.jpeg,
1116,1117,female chef holding a stop sign,"stop sign, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/stop_sign.jpeg,
1117,1118,female doctor holding a sports ball,"sports ball, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sports_ball.jpeg,
1118,1119,female firefighter holding a spoon,"spoon, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/spoon.jpeg,
1119,1120,female police officer holding a sofa,"sofa, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sofa.jpeg,
1120,1121,male chef holding a snowboard,"snowboard, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/snowboard.jpeg,
1121,1122,male firefighter holding a skateboard,"skateboard, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/skateboard.jpeg,
1122,1123,male police officer holding a sink,"sink, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sink.jpeg,
1123,1124,female chef holding a sheep,"sheep, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sheep.jpeg,
1124,1125,female firefighter holding a sandwich,"sandwich, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sandwich.jpeg,
1125,1126,female police officer holding a remote,"remote, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/remote.jpeg,
1126,1127,male chef holding a refrigerator,"refrigerator, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/refrigerator.jpeg,
1127,1128,male doctor holding a potted plant,"potted plant, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/potted_plant.jpeg,
1128,1129,male firefighter holding a pizza,"pizza, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/pizza.jpeg,
1129,1130,male police officer holding a parking meter,"parking meter, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/parking_meter.jpeg,
1130,1131,female chef holding an oven,"oven, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/oven.jpeg,
1131,1132,female doctor holding an orange,"orange, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/orange.jpeg,
1132,1133,female firefighter holding a mouse,"mouse, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/mouse.jpeg,
1133,1134,female police officer holding a motorcycle,"motorcycle, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/motorcycle.jpeg,
1134,1135,male chef holding a microwave,"microwave, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/microwave.jpeg,
1135,1136,male doctor holding a laptop,"laptop, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/laptop.jpeg,
1136,1137,male firefighter holding a knife,"knife, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/knife.jpeg,
1137,1138,male police officer holding a kite,"kite, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/kite.jpeg,
1138,1139,female chef holding a keyboard,"keyboard, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/keyboard.jpeg,
1139,1140,female doctor standing next to a hot dog,"hot dog, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/hot_dog.jpeg,
1140,1141,female firefighter standing next to a horse,"horse, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/horse.jpeg,
1141,1142,female police officer standing next to a handbag,"handbag, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/handbag.jpeg,
1142,1143,male chef standing next to a hair drier,"hair drier, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/hair_drier.jpeg,
1143,1144,male doctor standing next to a giraffe,"giraffe, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/giraffe.jpeg,
1144,1145,male firefighter standing next to a frisbee,"frisbee, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/frisbee.jpeg,
1145,1146,male police officer standing next to a fork,"fork, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/fork.jpeg,
1146,1147,female chef standing next to a fire hydrant,"fire hydrant, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/fire_hydrant.jpeg,
1147,1148,female doctor standing next to an elephant,"elephant, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/elephant.jpeg,
1148,1149,female firefighter standing next to a donut,"donut, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/donut.jpeg,
1149,1150,female police officer standing next to a dog,"dog, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/dog.jpeg,
1150,1151,male chef standing next to a dining table,"dining table, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/dining_table.jpeg,
1151,1152,male doctor standing next to a cup,"cup, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/cup.jpeg,
1152,1153,male firefighter standing next to a cow,"cow, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/cow.jpeg,
1153,1154,male police officer standing next to a clock,"clock, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/clock.jpeg,
1154,1155,female chef standing next to a chair,"chair, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/chair.jpeg,
1155,1156,female doctor standing next to a cell phone,"cell phone, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/cell_phone.jpeg,
1156,1157,female firefighter standing next to a cat,"cat, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/cat.jpeg,
1157,1158,female police officer standing next to a carrot,"carrot, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/carrot.jpeg,
1158,1159,male chef standing next to a car,"car, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/car.jpeg,
1159,1160,male doctor standing next to a cake,"cake, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/cake.jpeg,
1160,1161,male firefighter standing next to a bus,"bus, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bus.jpeg,
1161,1162,male police officer standing next to a broccoli,"broccoli, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/broccoli.jpeg,
1162,1163,female chef standing next to a bowl,"bowl, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bowl.jpeg,
1163,1164,female doctor standing next to a bottle,"bottle, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bottle.jpeg,
1164,1165,female firefighter standing next to a book,"book, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/book.jpeg,
1165,1166,female police officer standing next to a boat,"boat, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/boat.jpeg,
1166,1167,male chef standing next to a bird,"bird, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bird.jpeg,
1167,1168,male doctor standing next to a bicycle,"bicycle, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bicycle.jpeg,
1168,1169,male firefighter standing next to a bench,"bench, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bench.jpeg,
1169,1170,male police officer standing next to a bed,"bed, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bed.jpeg,
1170,1171,female chef standing next to a bear,"bear, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bear.jpeg,
1171,1172,female doctor standing next to a baseball glove,"baseball glove, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/baseball_glove.jpeg,
1172,1173,female firefighter standing next to a baseball bat,"baseball bat, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/baseball_bat.jpeg,
1173,1174,female police officer standing next to a banana,"banana, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/banana.jpeg,
1174,1175,male chef standing next to a backpack,"backpack, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/backpack.jpeg,
1175,1176,male doctor standing next to an apple,"apple, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/apple.jpeg,
1176,1177,male firefighter standing next to an airplane,"airplane, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/airplane.jpeg,
1177,1178,male firefighter standing on a zebra,"zebra, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/zebra.jpeg,
1178,1179,male doctor standing on a wine glass,"wine glass, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/wine_glass.jpeg,
1179,1180,male police officer standing on a vase,"vase, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/vase.jpeg,
1180,1181,male chef standing on an umbrella,"umbrella, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/umbrella.jpeg,
1181,1182,female chef standing on a tv,"tv, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tv.jpeg,
1182,1183,female doctor standing on a truck,"truck, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/truck.jpeg,
1183,1184,female firefighter standing on a train,"train, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/train.jpeg,
1184,1185,female police officer standing on a traffic light,"traffic light, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/traffic_light.jpeg,
1185,1186,male firefighter standing on a toothbrush,"toothbrush, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toothbrush.jpeg,
1186,1187,male doctor standing on a toilet,"toilet, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toilet.jpeg,
1187,1188,male police officer standing on a toaster,"toaster, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toaster.jpeg,
1188,1189,male chef standing on a tie,"tie, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tie.jpeg,
1189,1190,female chef standing on a tennis racket,"tennis racket, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tennis_racket.jpeg,
1190,1191,female doctor standing on a teddy bear,"teddy bear, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/teddy_bear.jpeg,
1191,1192,female firefighter standing on a surfboard,"surfboard, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/surfboard.jpeg,
1192,1193,female police officer standing on a suitcase,"suitcase, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/suitcase.jpeg,
1193,1194,male firefighter standing on a stop sign,"stop sign, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/stop_sign.jpeg,
1194,1195,male doctor standing on a sports ball,"sports ball, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sports_ball.jpeg,
1195,1196,male police officer standing on a spoon,"spoon, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/spoon.jpeg,
1196,1197,male chef standing on a sofa,"sofa, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sofa.jpeg,
1197,1198,female chef standing on a snowboard,"snowboard, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/snowboard.jpeg,
1198,1199,female doctor standing on a skateboard,"skateboard, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/skateboard.jpeg,
1199,1200,female firefighter standing on a sink,"sink, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg standing on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sink.jpeg,
1200,1201,"toothbrush, sink","toothbrush, sink",True,Multiple objects,,,"1813,1905"
1201,1202,"fork, conditioner","fork, conditioner",True,Multiple objects,,,"1869,2175"
1202,1203,"orange, apple","orange, apple",True,Multiple objects,,,"2045,1825"
1203,1204,"doorknob, goat","doorknob, goat",True,Multiple objects,,,"2176,1995"
1204,1205,"bowl, juicer","bowl, juicer",True,Multiple objects,,,"1903,2177"
1205,1206,"chalk, pan","chalk, pan",True,Multiple objects,,,"2178,2179"
1206,1207,"cheese, mouse","cheese, mouse",True,Multiple objects,,,"2180,1858"
1207,1208,"brick, microwave","brick, microwave",True,Multiple objects,,,"1860,1910"
1208,1209,"scissors, hair","scissors, hair",True,Multiple objects,,,"1909,2181"
1209,1210,"basketball, watch","basketball, watch",True,Multiple objects,,,"2182,2004"
1210,1211,"dog, goat","dog, goat",True,Multiple objects,,,"1846,1995"
1211,1212,"salamander, celery","salamander, celery",True,Multiple objects,,,"2183,2184"
1212,1213,"remote, television","remote, television",True,Multiple objects,,,"1914,2087"
1213,1214,"smartphone, lemur","smartphone, lemur",True,Multiple objects,,,"2070,2185"
1214,1215,"screw, hammer","screw, hammer",True,Multiple objects,,,"2186,2099"
1215,1216,"kettle, salamander","kettle, salamander",True,Multiple objects,,,"2187,2183"
1216,1217,"frog, flower","frog, flower",True,Multiple objects,,,"2089,1986"
1217,1218,"duck, mug","duck, mug",True,Multiple objects,,,"2044,1805"
1218,1219,"car, bus","car, bus",True,Multiple objects,,,"1826,1883"
1219,1220,"starfish, turkey","starfish, turkey",True,Multiple objects,,,"2188,2036"
1220,1221,"heater, table","heater, table",True,Multiple objects,,,"2189,1952"
1221,1222,"sea sponge, gazelle","sea sponge, gazelle",True,Multiple objects,,,"2190,2191"
1222,1223,"football, towel","football, towel",True,Multiple objects,,,"2192,2193"
1223,1224,"computer, shampoo","computer, shampoo",True,Multiple objects,,,"2071,2194"
1224,1225,"glue, scissors","glue, scissors",True,Multiple objects,,,"2195,1909"
1225,1226,"guitar, bat","guitar, bat",True,Multiple objects,,,"2008,2140"
1226,1227,"violin, cello","violin, cello",True,Multiple objects,,,"1830,2196"
1227,1228,"pen, rabbit","pen, rabbit",True,Multiple objects,,,"2000,2052"
1228,1229,"tomato, onion","tomato, onion",True,Multiple objects,,,"2079,2197"
1229,1230,"fridge, glasses","fridge, glasses",True,Multiple objects,,,"2198,2199"
1230,1231,"needle, yarn","needle, yarn",True,Multiple objects,,,"2200,2201"
