,ID,Unnamed: 0,Prompt,Representations,Auto_assessment,Task,Task_specific_label,img2img_instructions,Object_num,Extra_characteristic,Num_features,Common,Num_objects,Linked_prompts
1043,1044,43.0,mouse in a restaurant,mouse,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/mouse.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,,,,,,
1044,1045,44.0,orange on a street at night,orange,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/orange.jpeg on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,,,,,,
1045,1046,45.0,oven in a living room,oven,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/oven.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,,,,,,
1046,1047,46.0,parking meter in a living room,parking meter,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/parking_meter.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,,,,,,
1047,1048,47.0,pizza on a street at night,pizza,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/pizza.jpeg on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,,,,,,
1048,1049,48.0,potted plant in a forest,potted plant,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/potted_plant.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/forest.jpeg,,,,,,
1049,1050,49.0,refrigerator in a living room,refrigerator,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/refrigerator.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,,,,,,
1050,1051,50.0,remote in a restaurant,remote,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/remote.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,,,,,,
1051,1052,51.0,sandwich in the mountains,sandwich,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sandwich.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/mountains.jpeg,,,,,,
1052,1053,52.0,scissors in the mountains,scissors,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/scissors.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/mountains.jpeg,,,,,,
1053,1054,53.0,sheep on a street at night,sheep,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sheep.jpeg on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,,,,,,
1054,1055,54.0,sink in a forest,sink,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sink.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/forest.jpeg,,,,,,
1055,1056,55.0,skateboard in a living room,skateboard,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/skateboard.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,,,,,,
1056,1057,56.0,skis in a living room,skis,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/skis.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,,,,,,
1057,1058,57.0,snowboard in a restaurant,snowboard,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/snowboard.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,,,,,,
1058,1059,58.0,sofa on a street at night,sofa,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sofa.jpeg on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,,,,,,
1059,1060,59.0,spoon in the mountains,spoon,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/spoon.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/mountains.jpeg,,,,,,
1060,1061,60.0,sports ball in a forest,sports ball,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sports_ball.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/forest.jpeg,,,,,,
1061,1062,61.0,stop sign in a restaurant,stop sign,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/stop_sign.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,,,,,,
1062,1063,62.0,suitcase in a living room,suitcase,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/suitcase.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,,,,,,
1063,1064,63.0,surfboard in a living room,surfboard,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/surfboard.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,,,,,,
1064,1065,64.0,teddy bear on a street at night,teddy bear,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/teddy_bear.jpeg on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,,,,,,
1065,1066,65.0,tennis racket on a street at night,tennis racket,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tennis_racket.jpeg on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,,,,,,
1066,1067,66.0,tie in the mountains,tie,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tie.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/mountains.jpeg,,,,,,
1067,1068,67.0,toaster in a living room,toaster,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toaster.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,,,,,,
1068,1069,68.0,toilet in the mountains,toilet,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toilet.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/mountains.jpeg,,,,,,
1069,1070,69.0,toothbrush in a restaurant,toothbrush,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toothbrush.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,,,,,,
1070,1071,70.0,traffic light in a living room,traffic light,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/traffic_light.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,,,,,,
1071,1072,71.0,train in the mountains,train,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/train.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/mountains.jpeg,,,,,,
1072,1073,72.0,truck in a forest,truck,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/truck.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/forest.jpeg,,,,,,
1073,1074,73.0,tv on a street at night,tv,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tv.jpeg on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,,,,,,
1074,1075,74.0,umbrella in a living room,umbrella,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/umbrella.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,,,,,,
1075,1076,75.0,vase in the mountains,vase,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/vase.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/mountains.jpeg,,,,,,
1076,1077,76.0,wine glass in the mountains,wine glass,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/wine_glass.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/mountains.jpeg,,,,,,
1077,1078,77.0,zebra in a living room,zebra,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/zebra.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,,,,,,
1078,1079,78.0,suitcase in a market,suitcase,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/suitcase.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/market.jpeg,,,,,,
1079,1080,79.0,surfboard in a market,surfboard,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/surfboard.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/market.jpeg,,,,,,
1080,1081,80.0,teddy bear in a market,teddy bear,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/teddy_bear.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/market.jpeg,,,,,,
1081,1082,81.0,tennis racket in a market,tennis racket,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tennis_racket.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/market.jpeg,,,,,,
1082,1083,82.0,oven in a market,oven,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/oven.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/market.jpeg,,,,,,
1083,1084,83.0,parking meter in a market,parking meter,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/parking_meter.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/market.jpeg,,,,,,
1084,1085,84.0,carrot in a market,carrot,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/carrot.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/market.jpeg,,,,,,
1085,1086,85.0,cat in a market,cat,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/cat.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/market.jpeg,,,,,,
1086,1087,86.0,apple in a living room,apple,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/apple.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,,,,,,
1087,1088,87.0,backpack in a kitchen,backpack,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/backpack.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/kitchen.jpeg,,,,,,
1088,1089,88.0,banana on a street at night,banana,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/banana.jpeg on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,,,,,,
1089,1090,89.0,baseball bat in a kitchen,baseball bat,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/baseball_bat.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/kitchen.jpeg,,,,,,
1090,1091,90.0,baseball glove in a restaurant,baseball glove,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/baseball_glove.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,,,,,,
1091,1092,91.0,bear in a restaurant,bear,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bear.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,,,,,,
1092,1093,92.0,bed in a restaurant,bed,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bed.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,,,,,,
1093,1094,93.0,bench in a living room,bench,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bench.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,,,,,,
1094,1095,94.0,bicycle in a living room,bicycle,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bicycle.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,,,,,,
1095,1096,95.0,bird in a restaurant,bird,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bird.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,,,,,,
1096,1097,96.0,boat in a forest,boat,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/boat.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/forest.jpeg,,,,,,
1097,1098,97.0,book in a forest,book,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/book.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/forest.jpeg,,,,,,
1098,1099,98.0,bottle in a forest,bottle,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bottle.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/forest.jpeg,,,,,,
1099,1100,99.0,bowl on a street at night,bowl,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bowl.jpeg on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,,,,,,
1100,1101,100.0,female chef holding a zebra,"zebra, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/zebra.jpeg,,,,,,
1101,1102,101.0,female doctor holding a wine glass,"wine glass, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/wine_glass.jpeg,,,,,,
1102,1103,102.0,female firefighter holding a vase,"vase, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/vase.jpeg,,,,,,
1103,1104,103.0,female police officer holding an umbrella,"umbrella, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/umbrella.jpeg,,,,,,
1104,1105,104.0,male chef holding a tv,"tv, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tv.jpeg,,,,,,
1105,1106,105.0,male doctor holding a truck,"truck, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/truck.jpeg,,,,,,
1106,1107,106.0,male firefighter holding a train,"train, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/train.jpeg,,,,,,
1107,1108,107.0,male police officer holding a traffic light,"traffic light, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/traffic_light.jpeg,,,,,,
1108,1109,108.0,female chef holding a toothbrush,"toothbrush, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toothbrush.jpeg,,,,,,
1109,1110,109.0,female doctor holding a toilet,"toilet, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toilet.jpeg,,,,,,
1110,1111,110.0,female firefighter holding a toaster,"toaster, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/toaster.jpeg,,,,,,
1111,1112,111.0,female police officer holding a tie,"tie, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tie.jpeg,,,,,,
1112,1113,112.0,male chef holding a tennis racket,"tennis racket, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/tennis_racket.jpeg,,,,,,
1113,1114,113.0,male doctor holding a teddy bear,"teddy bear, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/teddy_bear.jpeg,,,,,,
1114,1115,114.0,male firefighter holding a surfboard,"surfboard, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/surfboard.jpeg,,,,,,
1115,1116,115.0,male police officer holding a suitcase,"suitcase, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/suitcase.jpeg,,,,,,
1116,1117,116.0,female chef holding a stop sign,"stop sign, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/stop_sign.jpeg,,,,,,
1117,1118,117.0,female doctor holding a sports ball,"sports ball, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sports_ball.jpeg,,,,,,
1118,1119,118.0,female firefighter holding a spoon,"spoon, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/spoon.jpeg,,,,,,
1119,1120,119.0,female police officer holding a sofa,"sofa, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sofa.jpeg,,,,,,
1120,1121,120.0,male chef holding a snowboard,"snowboard, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/snowboard.jpeg,,,,,,
1121,1122,121.0,male firefighter holding a skateboard,"skateboard, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/skateboard.jpeg,,,,,,
1122,1123,122.0,male police officer holding a sink,"sink, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sink.jpeg,,,,,,
1123,1124,123.0,female chef holding a sheep,"sheep, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sheep.jpeg,,,,,,
1124,1125,124.0,female firefighter holding a sandwich,"sandwich, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/sandwich.jpeg,,,,,,
1125,1126,125.0,female police officer holding a remote,"remote, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/remote.jpeg,,,,,,
1126,1127,126.0,male chef holding a refrigerator,"refrigerator, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/refrigerator.jpeg,,,,,,
1127,1128,127.0,male doctor holding a potted plant,"potted plant, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/potted_plant.jpeg,,,,,,
1128,1129,128.0,male firefighter holding a pizza,"pizza, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/pizza.jpeg,,,,,,
1129,1130,129.0,male police officer holding a parking meter,"parking meter, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/parking_meter.jpeg,,,,,,
1130,1131,130.0,female chef holding an oven,"oven, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/oven.jpeg,,,,,,
1131,1132,131.0,female doctor holding an orange,"orange, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/orange.jpeg,,,,,,
1132,1133,132.0,female firefighter holding a mouse,"mouse, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/mouse.jpeg,,,,,,
1133,1134,133.0,female police officer holding a motorcycle,"motorcycle, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/motorcycle.jpeg,,,,,,
1134,1135,134.0,male chef holding a microwave,"microwave, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/microwave.jpeg,,,,,,
1135,1136,135.0,male doctor holding a laptop,"laptop, male doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_doctor.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/laptop.jpeg,,,,,,
1136,1137,136.0,male firefighter holding a knife,"knife, male firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_firefighter.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/knife.jpeg,,,,,,
1137,1138,137.0,male police officer holding a kite,"kite, male police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_police_officer.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/kite.jpeg,,,,,,
1138,1139,138.0,female chef holding a keyboard,"keyboard, female chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_chef.jpeg holding https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/keyboard.jpeg,,,,,,
1139,1140,139.0,female doctor standing next to a hot dog,"hot dog, female doctor",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_doctor.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/hot_dog.jpeg,,,,,,
1140,1141,140.0,female firefighter standing next to a horse,"horse, female firefighter",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_firefighter.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/horse.jpeg,,,,,,
1141,1142,141.0,female police officer standing next to a handbag,"handbag, female police officer",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/female_police_officer.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/handbag.jpeg,,,,,,
1142,1143,142.0,male chef standing next to a hair drier,"hair drier, male chef",False,img2img: Relations,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/people/male_chef.jpeg standing next to https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/hair_drier.jpeg,,,,,,
